state,district,period,AFI
Andhra Pradesh,Prakasam,2025-05,8.687442085867161
Andhra Pradesh,Prakasam,2025-06,19.023548901392502
Andhra Pradesh,Prakasam,2025-07,4.641110282363556
Andhra Pradesh,Prakasam,2025-08,13.326054621575311
Andhra Pradesh,Prakasam,2025-09,18.38137056791206
Andhra Pradesh,Prakasam,2025-10,15.859073054360785
Andhra Pradesh,Prakasam,2025-11,17.045087627385804
Andhra Pradesh,Prakasam,2025-12,18.513803633523224
Andhra Pradesh,Prakasam,NaT,12.873236190785324
Andhra Pradesh,Rangareddi,2025-01,67.35629962947354
Andhra Pradesh,Rangareddi,2025-02,34.15301700332988
Andhra Pradesh,Rangareddi,2025-03,30.623633090747965
Andhra Pradesh,Rangareddi,2025-04,18.357853286922396
Andhra Pradesh,Rangareddi,2025-05,15.865010363134944
Andhra Pradesh,Rangareddi,2025-06,20.979396019128643
Andhra Pradesh,Rangareddi,2025-08,15.951755586780807
Andhra Pradesh,Rangareddi,2025-09,22.004761321088374
Andhra Pradesh,Rangareddi,2025-10,23.52142958678411
Andhra Pradesh,Rangareddi,2025-11,24.039660303191134
Andhra Pradesh,Rangareddi,2025-12,21.357749683791166
Andhra Pradesh,Rangareddi,NaT,19.743656453529347
Andhra Pradesh,Spsr Nellore,2025-01,5.481666160603195
Andhra Pradesh,Spsr Nellore,NaT,5.481666160603195
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,58.4408725688184
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,22.26892623578917
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,16.637206936876336
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,10.962281162249592
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,5.01525769537073
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,10.392040158783479
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,4.565083193330958
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,8.682823595344193
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,10.346219800750596
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,13.876462261039634
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,13.51826008774131
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,9.351147099819553
Andhra Pradesh,Sri Potti Sriramulu Nellore,NaT,11.12164833428513
Andhra Pradesh,Sri Sathya Sai,2025-01,60.603465735385946
Andhra Pradesh,Sri Sathya Sai,2025-02,23.889336574829564
Andhra Pradesh,Sri Sathya Sai,2025-03,18.381653711420704
Andhra Pradesh,Sri Sathya Sai,2025-04,7.2862333810223365
Andhra Pradesh,Sri Sathya Sai,2025-05,6.529724499396718
Andhra Pradesh,Sri Sathya Sai,2025-06,9.289266072807676
Andhra Pradesh,Sri Sathya Sai,2025-07,4.1757860596612035
Andhra Pradesh,Sri Sathya Sai,2025-08,11.944424771435415
Andhra Pradesh,Sri Sathya Sai,2025-09,7.899846857200563
Andhra Pradesh,Sri Sathya Sai,2025-10,11.35692219776976
Andhra Pradesh,Sri Sathya Sai,2025-11,12.42184392244901
Andhra Pradesh,Sri Sathya Sai,2025-12,12.144554209670552
Andhra Pradesh,Sri Sathya Sai,NaT,11.275149188565532
Andhra Pradesh,Srikakulam,2025-01,70.83812782645145
Andhra Pradesh,Srikakulam,2025-02,28.217907859587918
Andhra Pradesh,Srikakulam,2025-03,28.645772785130593
Andhra Pradesh,Srikakulam,2025-04,15.043254677391296
Andhra Pradesh,Srikakulam,2025-05,11.93557670056443
Andhra Pradesh,Srikakulam,2025-06,19.06986164470155
Andhra Pradesh,Srikakulam,2025-07,5.823759426742755
Andhra Pradesh,Srikakulam,2025-08,12.51237249849205
Andhra Pradesh,Srikakulam,2025-09,17.378159585453172
Andhra Pradesh,Srikakulam,2025-10,18.91833966250175
Andhra Pradesh,Srikakulam,2025-11,20.875434546493942
Andhra Pradesh,Srikakulam,2025-12,17.932381221254907
Andhra Pradesh,Srikakulam,NaT,13.25844791337571
Andhra Pradesh,Tirupati,2025-01,54.95115124008846
Andhra Pradesh,Tirupati,2025-02,20.55943337448287
Andhra Pradesh,Tirupati,2025-03,21.27731439965114
Andhra Pradesh,Tirupati,2025-04,10.569059505837734
Andhra Pradesh,Tirupati,2025-05,5.549138657832935
Andhra Pradesh,Tirupati,2025-06,12.725779223979224
Andhra Pradesh,Tirupati,2025-07,5.189556376568477
Andhra Pradesh,Tirupati,2025-08,10.540223731604094
Andhra Pradesh,Tirupati,2025-09,6.990013343535145
Andhra Pradesh,Tirupati,2025-10,12.802810671728695
Andhra Pradesh,Tirupati,2025-11,15.039253505000662
Andhra Pradesh,Tirupati,2025-12,8.408079308964872
Andhra Pradesh,Tirupati,NaT,9.691338294128842
Andhra Pradesh,Visakhapatanam,2025-01,5.481666160603195
Andhra Pradesh,Visakhapatnam,2025-01,72.21867772171956
Andhra Pradesh,Visakhapatnam,2025-02,32.47984491405707
Andhra Pradesh,Visakhapatnam,2025-03,30.228580904411704
Andhra Pradesh,Visakhapatnam,2025-04,17.351476177246855
Andhra Pradesh,Visakhapatnam,2025-05,17.10930704995871
Andhra Pradesh,Visakhapatnam,2025-06,21.714203885153015
Andhra Pradesh,Visakhapatnam,2025-07,23.228884900511552
Andhra Pradesh,Visakhapatnam,2025-08,20.33548251795045
Andhra Pradesh,Visakhapatnam,2025-09,18.99666077138702
Andhra Pradesh,Visakhapatnam,2025-10,22.004611066385216
Andhra Pradesh,Visakhapatnam,2025-11,24.980779198216087
Andhra Pradesh,Visakhapatnam,2025-12,20.796251953353583
Andhra Pradesh,Visakhapatnam,NaT,15.366482810459026
Andhra Pradesh,Vizianagaram,2025-01,72.91714944991463
Andhra Pradesh,Vizianagaram,2025-02,28.58828564362637
Andhra Pradesh,Vizianagaram,2025-03,26.939952357545064
Andhra Pradesh,Vizianagaram,2025-04,14.667324359459043
Andhra Pradesh,Vizianagaram,2025-05,10.658131183473621
Andhra Pradesh,Vizianagaram,2025-06,19.70243491288861
Andhra Pradesh,Vizianagaram,2025-07,18.803633412868535
Andhra Pradesh,Vizianagaram,2025-08,18.21098113646897
Andhra Pradesh,Vizianagaram,2025-09,18.10939761051409
Andhra Pradesh,Vizianagaram,2025-10,19.896758490662005
Andhra Pradesh,Vizianagaram,2025-11,25.23998156860667
Andhra Pradesh,Vizianagaram,2025-12,19.12956053602548
Andhra Pradesh,Vizianagaram,NaT,14.256387755341528
Andhra Pradesh,Warangal,2025-01,67.23082509509956
Andhra Pradesh,Warangal,2025-02,29.343347120438004
Andhra Pradesh,Warangal,2025-03,29.15765822105475
Andhra Pradesh,Warangal,2025-04,18.348874482677928
Andhra Pradesh,Warangal,2025-05,17.223320702092366
Andhra Pradesh,Warangal,2025-06,21.9367804061076
Andhra Pradesh,Warangal,2025-07,24.794133691569254
Andhra Pradesh,Warangal,2025-08,15.19802328815492
Andhra Pradesh,Warangal,2025-09,20.710200887047677
Andhra Pradesh,Warangal,2025-10,21.498286020488088
Andhra Pradesh,Warangal,2025-11,25.800542688662777
Andhra Pradesh,Warangal,2025-12,23.39148444695427
Andhra Pradesh,Warangal,NaT,19.783997022244208
Andhra Pradesh,West Godavari,2025-01,70.96230995621144
Andhra Pradesh,West Godavari,2025-02,27.871656975008896
Andhra Pradesh,West Godavari,2025-03,28.20529336602298
Andhra Pradesh,West Godavari,2025-04,15.903115878217967
Andhra Pradesh,West Godavari,2025-05,9.685445002995145
Andhra Pradesh,West Godavari,2025-06,19.332182466332355
Andhra Pradesh,West Godavari,2025-07,9.379181341264141
Andhra Pradesh,West Godavari,2025-08,17.73766843902197
Andhra Pradesh,West Godavari,2025-09,18.86477950243924
Andhra Pradesh,West Godavari,2025-10,19.18296680970264
Andhra Pradesh,West Godavari,2025-11,22.48116397732642
Andhra Pradesh,West Godavari,2025-12,18.447004246679587
Andhra Pradesh,West Godavari,NaT,14.20755493993547
Andhra Pradesh,Y. S. R,2025-01,57.31271663745448
Andhra Pradesh,Y. S. R,2025-02,20.595305983599953
Andhra Pradesh,Y. S. R,2025-03,19.379336706748017
Andhra Pradesh,Y. S. R,2025-04,9.745119546535115
Andhra Pradesh,Y. S. R,2025-05,5.898905021606553
Andhra Pradesh,Y. S. R,2025-06,11.16519919029688
Andhra Pradesh,Y. S. R,2025-07,4.015520067028634
Andhra Pradesh,Y. S. R,2025-08,9.096529909945403
Andhra Pradesh,Y. S. R,2025-09,10.473817617555374
Andhra Pradesh,Y. S. R,2025-10,11.477548880170573
Andhra Pradesh,Y. S. R,2025-11,15.130185178763718
Andhra Pradesh,Y. S. R,2025-12,9.934782335069968
Andhra Pradesh,Y. S. R,NaT,10.548834141183391
Arunachal Pradesh,Anjaw,2025-01,49.71170130013562
Arunachal Pradesh,Anjaw,2025-03,35.896049744758045
Arunachal Pradesh,Anjaw,2025-05,33.89126384536585
Arunachal Pradesh,Anjaw,2025-08,29.962760724557274
Arunachal Pradesh,Anjaw,2025-11,8.578779048138475
Arunachal Pradesh,Anjaw,NaT,16.30923997410015
Arunachal Pradesh,Changlang,2025-01,64.12387272451119
Arunachal Pradesh,Changlang,2025-02,35.33733710568333
Arunachal Pradesh,Changlang,2025-03,23.415794087080595
Arunachal Pradesh,Changlang,2025-04,22.13473401740652
Arunachal Pradesh,Changlang,2025-05,21.272052808079245
Arunachal Pradesh,Changlang,2025-06,17.996018313571625
Arunachal Pradesh,Changlang,2025-07,23.244960949483225
Arunachal Pradesh,Changlang,2025-08,24.234502081091204
Arunachal Pradesh,Changlang,2025-09,16.747426314863734
Arunachal Pradesh,Changlang,2025-10,17.08145661272838
Arunachal Pradesh,Changlang,2025-11,16.472498786495112
Arunachal Pradesh,Changlang,2025-12,23.50331539953307
Arunachal Pradesh,Changlang,NaT,15.945295714892568
Arunachal Pradesh,Dibang Valley,2025-08,12.961138084802425
Arunachal Pradesh,Dibang Valley,NaT,19.91236928846021
Arunachal Pradesh,East Kameng,2025-01,65.48734779148054
Arunachal Pradesh,East Kameng,2025-02,39.24429610313126
Arunachal Pradesh,East Kameng,2025-03,22.26959813015402
Arunachal Pradesh,East Kameng,2025-04,13.30434035965437
Arunachal Pradesh,East Kameng,2025-05,17.478714077104563
Arunachal Pradesh,East Kameng,2025-06,30.823634117261705
Arunachal Pradesh,East Kameng,2025-07,11.722584899685085
Arunachal Pradesh,East Kameng,2025-08,30.52843294538677
Arunachal Pradesh,East Kameng,2025-09,28.628842553239572
Arunachal Pradesh,East Kameng,2025-10,11.170307034605392
Arunachal Pradesh,East Kameng,2025-12,15.561886135908022
Arunachal Pradesh,East Kameng,NaT,24.067949094757378
Arunachal Pradesh,East Siang,2025-01,64.63451869843513
Arunachal Pradesh,East Siang,2025-02,30.699293631635005
Arunachal Pradesh,East Siang,2025-03,30.975342585120085
Arunachal Pradesh,East Siang,2025-04,10.569493549119029
Arunachal Pradesh,East Siang,2025-05,19.844778536803563
Arunachal Pradesh,East Siang,2025-06,20.91232403766045
Arunachal Pradesh,East Siang,2025-08,15.54125079912693
Arunachal Pradesh,East Siang,2025-09,19.638533677600684
Arunachal Pradesh,East Siang,2025-10,14.561773506552422
Arunachal Pradesh,East Siang,2025-11,16.42319072994834
Arunachal Pradesh,East Siang,2025-12,30.676582772046423
Arunachal Pradesh,East Siang,NaT,14.744279389133048
Arunachal Pradesh,Kamle,2025-02,15.586008206884074
Arunachal Pradesh,Kamle,2025-03,16.477488733357582
Arunachal Pradesh,Kamle,2025-04,30.345390127187056
Arunachal Pradesh,Kamle,2025-05,15.572061017140483
Arunachal Pradesh,Kamle,2025-08,30.43265088840249
Arunachal Pradesh,Kamle,NaT,21.377186926736233
Arunachal Pradesh,Kra Daadi,2025-01,53.445429263176834
Arunachal Pradesh,Kra Daadi,2025-02,33.78921269676712
Arunachal Pradesh,Kra Daadi,2025-03,34.77796852310756
Arunachal Pradesh,Kra Daadi,2025-04,30.21703653786632
Arunachal Pradesh,Kra Daadi,2025-08,13.876283009796088
Arunachal Pradesh,Kra Daadi,2025-10,30.381983955113046
Arunachal Pradesh,Kra Daadi,NaT,20.36114463226355
Arunachal Pradesh,Kurung Kumey,2025-01,60.92503775821044
Arunachal Pradesh,Kurung Kumey,2025-02,38.4862492653328
Arunachal Pradesh,Kurung Kumey,2025-04,35.796062583463126
Arunachal Pradesh,Kurung Kumey,2025-05,20.915797508685
Arunachal Pradesh,Kurung Kumey,2025-08,30.648713055944672
Arunachal Pradesh,Kurung Kumey,2025-11,30.54743330008909
Arunachal Pradesh,Kurung Kumey,2025-12,14.09733803414722
Arunachal Pradesh,Kurung Kumey,NaT,17.58685517064902
Arunachal Pradesh,Leparada,2025-09,5.481666160603195
Arunachal Pradesh,Lohit,2025-01,64.98492180707765
Arunachal Pradesh,Lohit,2025-02,22.517348156586213
Arunachal Pradesh,Lohit,2025-03,21.438374521634138
Arunachal Pradesh,Lohit,2025-04,13.612892773884548
Arunachal Pradesh,Lohit,2025-05,13.34441381035344
Arunachal Pradesh,Lohit,2025-08,17.29548021645976
Arunachal Pradesh,Lohit,2025-09,17.256312091837763
Arunachal Pradesh,Lohit,2025-10,30.878944781622575
Arunachal Pradesh,Lohit,2025-11,30.668538953173023
Arunachal Pradesh,Lohit,2025-12,12.238599424535318
Arunachal Pradesh,Lohit,NaT,16.53340503912886
Arunachal Pradesh,Longding,2025-01,68.427726638034
Arunachal Pradesh,Longding,2025-02,24.328289947704313
Arunachal Pradesh,Longding,2025-03,34.93987744264941
Arunachal Pradesh,Longding,2025-04,28.341843958277103
Arunachal Pradesh,Longding,2025-05,28.80600417304188
Arunachal Pradesh,Longding,2025-06,11.504117523397442
Arunachal Pradesh,Longding,2025-07,3.7524698464157256
Arunachal Pradesh,Longding,2025-08,19.797254998775806
Arunachal Pradesh,Longding,2025-09,12.32251430286214
Arunachal Pradesh,Longding,2025-10,12.000922098272865
Arunachal Pradesh,Longding,2025-11,25.74806905381274
Arunachal Pradesh,Longding,2025-12,9.449514749683438
Arunachal Pradesh,Longding,NaT,24.443384098704524
Arunachal Pradesh,Lower Dibang Valley,2025-01,58.12648427576835
Arunachal Pradesh,Lower Dibang Valley,2025-04,19.55512591721745
Arunachal Pradesh,Lower Dibang Valley,2025-08,16.452011857624203
Arunachal Pradesh,Lower Dibang Valley,2025-09,18.93038992558113
Arunachal Pradesh,Lower Dibang Valley,2025-10,12.26707969600765
Arunachal Pradesh,Lower Dibang Valley,2025-11,30.36723811650486
Arunachal Pradesh,Lower Dibang Valley,2025-12,30.209509128714323
Arunachal Pradesh,Lower Dibang Valley,NaT,15.472314562907927
Arunachal Pradesh,Lower Siang,2025-03,2.4848637076480045
Arunachal Pradesh,Lower Siang,2025-04,11.112941106848524
Arunachal Pradesh,Lower Siang,2025-06,2.1519371034009236
Arunachal Pradesh,Lower Siang,2025-08,18.79274113496835
Arunachal Pradesh,Lower Siang,2025-09,19.922191415441468
Arunachal Pradesh,Lower Siang,2025-10,28.164453301952797
Arunachal Pradesh,Lower Siang,NaT,26.16323937505093
Arunachal Pradesh,Lower Subansiri,2025-01,64.5924609200472
Arunachal Pradesh,Lower Subansiri,2025-02,26.70462106906538
Arunachal Pradesh,Lower Subansiri,2025-03,26.934721854170768
Arunachal Pradesh,Lower Subansiri,2025-04,22.87745794567265
Arunachal Pradesh,Lower Subansiri,2025-05,30.81881324958607
Arunachal Pradesh,Lower Subansiri,2025-08,15.2003326208228
Arunachal Pradesh,Lower Subansiri,2025-09,25.19476207960016
Arunachal Pradesh,Lower Subansiri,2025-10,15.2266343744606
Arunachal Pradesh,Lower Subansiri,2025-11,18.311730713364984
Arunachal Pradesh,Lower Subansiri,2025-12,30.752833081231834
Arunachal Pradesh,Lower Subansiri,NaT,15.922321981102014
Arunachal Pradesh,Namsai,2025-01,73.79448865809546
Arunachal Pradesh,Namsai,2025-02,23.80912802378723
Arunachal Pradesh,Namsai,2025-03,20.650649713033186
Arunachal Pradesh,Namsai,2025-04,20.1488457871278
Arunachal Pradesh,Namsai,2025-05,19.840819472766935
Arunachal Pradesh,Namsai,2025-06,7.228984722687935
Arunachal Pradesh,Namsai,2025-08,20.906104168705163
Arunachal Pradesh,Namsai,2025-09,17.56884647513614
Arunachal Pradesh,Namsai,2025-10,18.735618431029316
Arunachal Pradesh,Namsai,2025-11,25.211443706909566
Arunachal Pradesh,Namsai,2025-12,17.530891459409073
Arunachal Pradesh,Namsai,NaT,20.42073957028726
Arunachal Pradesh,Pakke Kessang,NaT,22.36609841858715
Arunachal Pradesh,Papum Pare,2025-01,68.65301915051555
Arunachal Pradesh,Papum Pare,2025-02,33.45404873903797
Arunachal Pradesh,Papum Pare,2025-03,30.62610697936817
Arunachal Pradesh,Papum Pare,2025-04,21.394526038897844
Arunachal Pradesh,Papum Pare,2025-05,25.162842210424508
Arunachal Pradesh,Papum Pare,2025-06,14.174905815507755
Arunachal Pradesh,Papum Pare,2025-07,19.89161513924355
Arunachal Pradesh,Papum Pare,2025-08,19.243922809083607
Arunachal Pradesh,Papum Pare,2025-09,19.199540340313487
Arunachal Pradesh,Papum Pare,2025-10,29.384166185005512
Arunachal Pradesh,Papum Pare,2025-11,27.640614902327744
Arunachal Pradesh,Papum Pare,2025-12,18.527932749237944
Arunachal Pradesh,Papum Pare,NaT,22.344520909449777
Arunachal Pradesh,Shi-Yomi,2025-03,2.7491858487232284
Arunachal Pradesh,Shi-Yomi,2025-08,20.072494535297142
Arunachal Pradesh,Shi-Yomi,2025-10,13.49676816878708
Arunachal Pradesh,Shi-Yomi,NaT,21.341360592581342
Arunachal Pradesh,Siang,2025-02,19.89217991307566
Arunachal Pradesh,Siang,2025-03,14.368493033099567
Arunachal Pradesh,Siang,2025-04,24.572237412974026
Arunachal Pradesh,Siang,2025-08,29.003363806986865
Arunachal Pradesh,Siang,2025-11,19.89406035986336
Arunachal Pradesh,Siang,2025-12,22.200768560358277
Arunachal Pradesh,Siang,NaT,27.31740276414932
Arunachal Pradesh,Tawang,2025-01,56.57715980024376
Arunachal Pradesh,Tawang,2025-02,30.880907226699403
Arunachal Pradesh,Tawang,2025-03,31.732704531801414
Arunachal Pradesh,Tawang,2025-05,10.80733348545789
Arunachal Pradesh,Tawang,2025-08,16.87124775215303
Arunachal Pradesh,Tawang,2025-09,16.31322641738304
Arunachal Pradesh,Tawang,2025-11,9.892419551807679
Arunachal Pradesh,Tawang,NaT,13.636004737229788
Arunachal Pradesh,Tirap,2025-02,13.942177503305919
Arunachal Pradesh,Tirap,2025-03,14.809923474612944
Arunachal Pradesh,Tirap,2025-04,22.791604905515467
Arunachal Pradesh,Tirap,2025-09,14.153475273697197
Arunachal Pradesh,Tirap,2025-10,16.40931174705784
Arunachal Pradesh,Tirap,2025-11,31.494467970985482
Arunachal Pradesh,Tirap,2025-12,30.73074241373645
Arunachal Pradesh,Tirap,NaT,32.11514275610324
Arunachal Pradesh,Upper Siang,2025-01,54.030732960197675
Arunachal Pradesh,Upper Siang,2025-02,28.968910942890567
Arunachal Pradesh,Upper Siang,2025-06,10.944838960319837
Arunachal Pradesh,Upper Siang,2025-08,3.138402443479708
Arunachal Pradesh,Upper Siang,2025-09,7.7709814010437395
Arunachal Pradesh,Upper Siang,2025-10,30.32840897518096
Arunachal Pradesh,Upper Siang,2025-12,30.08221396905553
Arunachal Pradesh,Upper Siang,NaT,12.855072785812023
Arunachal Pradesh,Upper Subansiri,2025-01,64.69087015085904
Arunachal Pradesh,Upper Subansiri,2025-02,14.48618431393365
Arunachal Pradesh,Upper Subansiri,2025-03,28.05838226821607
Arunachal Pradesh,Upper Subansiri,2025-05,30.62953468333083
Arunachal Pradesh,Upper Subansiri,2025-07,3.9357279036365047
Arunachal Pradesh,Upper Subansiri,2025-08,28.093678802249553
Arunachal Pradesh,Upper Subansiri,2025-09,17.424262662553346
Arunachal Pradesh,Upper Subansiri,2025-10,17.154214099737814
Arunachal Pradesh,Upper Subansiri,2025-11,30.721807457286843
Arunachal Pradesh,Upper Subansiri,2025-12,19.5031411984012
Arunachal Pradesh,Upper Subansiri,NaT,20.47828933738192
Arunachal Pradesh,West Kameng,2025-01,67.84870624599444
Arunachal Pradesh,West Kameng,2025-02,35.292523244261055
Arunachal Pradesh,West Kameng,2025-03,33.72181405979111
Arunachal Pradesh,West Kameng,2025-04,26.675714303212295
Arunachal Pradesh,West Kameng,2025-05,25.721353828643593
Arunachal Pradesh,West Kameng,2025-06,15.11173368240132
Arunachal Pradesh,West Kameng,2025-07,21.0671784591875
Arunachal Pradesh,West Kameng,2025-09,24.967442298609615
Arunachal Pradesh,West Kameng,2025-10,24.804244950711276
Arunachal Pradesh,West Kameng,2025-11,26.293314167557767
Arunachal Pradesh,West Kameng,2025-12,27.960443844282185
Arunachal Pradesh,West Kameng,NaT,16.54545950164049
Arunachal Pradesh,West Siang,2025-01,61.297786899659854
Arunachal Pradesh,West Siang,2025-02,36.033808022649936
Arunachal Pradesh,West Siang,2025-03,20.901312012789106
Arunachal Pradesh,West Siang,2025-04,16.600494714681968
Arunachal Pradesh,West Siang,2025-05,15.747422035084648
Arunachal Pradesh,West Siang,2025-06,20.995238009215033
Arunachal Pradesh,West Siang,2025-08,20.15457597069029
Arunachal Pradesh,West Siang,2025-09,18.898970426922265
Arunachal Pradesh,West Siang,2025-10,21.586796749776113
Arunachal Pradesh,West Siang,2025-11,15.8128389052061
Arunachal Pradesh,West Siang,2025-12,16.7397728249973
Arunachal Pradesh,West Siang,NaT,16.995144562970726
Assam,Bajali,2025-01,8.333300109326927
Assam,Bajali,2025-02,4.773370495524848
Assam,Bajali,2025-08,11.031713420504634
Assam,Bajali,2025-10,4.127534062887376
Assam,Bajali,2025-12,4.433983140194514
Assam,Bajali,NaT,19.81543625802317
Assam,Baksa,2025-01,64.8788098951635
Assam,Baksa,2025-02,22.540714748303767
Assam,Baksa,2025-03,25.761957462094934
Assam,Baksa,2025-04,13.417078395223282
Assam,Baksa,2025-05,19.57619358091831
Assam,Baksa,2025-06,16.20779945521166
Assam,Baksa,2025-07,6.211218829299727
Assam,Baksa,2025-08,11.30620826566452
Assam,Baksa,2025-09,16.89084494028029
Assam,Baksa,2025-10,18.110838582425796
Assam,Baksa,2025-11,18.690920564266033
Assam,Baksa,2025-12,9.372215811389436
Assam,Baksa,NaT,12.371979535131262
Assam,Barpeta,2025-01,65.18389705626525
Assam,Barpeta,2025-02,29.373650786115356
Assam,Barpeta,2025-03,25.52991178852448
Assam,Barpeta,2025-04,13.906401964153618
Assam,Barpeta,2025-05,14.954627063463409
Assam,Barpeta,2025-06,21.490726471851364
Assam,Barpeta,2025-07,10.441704377213881
Assam,Barpeta,2025-08,15.052328498041195
Assam,Barpeta,2025-09,21.6588166661975
Assam,Barpeta,2025-10,23.051232213808376
Assam,Barpeta,2025-11,28.592136077665753
