state,district,period,biometric_update_count
Andhra Pradesh,Tirupati,2025-11,46
Andhra Pradesh,Tirupati,2025-12,33
Andhra Pradesh,Tirupati,NaT,189
Andhra Pradesh,Visakhapatnam,2025-01,210308
Andhra Pradesh,Visakhapatnam,2025-02,1100
Andhra Pradesh,Visakhapatnam,2025-03,1456
Andhra Pradesh,Visakhapatnam,2025-04,989
Andhra Pradesh,Visakhapatnam,2025-05,713
Andhra Pradesh,Visakhapatnam,2025-06,1119
Andhra Pradesh,Visakhapatnam,2025-07,130
Andhra Pradesh,Visakhapatnam,2025-08,1169
Andhra Pradesh,Visakhapatnam,2025-09,1047
Andhra Pradesh,Visakhapatnam,2025-10,1750
Andhra Pradesh,Visakhapatnam,2025-11,1100
Andhra Pradesh,Visakhapatnam,2025-12,1001
Andhra Pradesh,Visakhapatnam,NaT,6061
Andhra Pradesh,Vizianagaram,2025-01,102820
Andhra Pradesh,Vizianagaram,2025-02,410
Andhra Pradesh,Vizianagaram,2025-03,582
Andhra Pradesh,Vizianagaram,2025-04,416
Andhra Pradesh,Vizianagaram,2025-05,113
Andhra Pradesh,Vizianagaram,2025-06,541
Andhra Pradesh,Vizianagaram,2025-07,26
Andhra Pradesh,Vizianagaram,2025-08,514
Andhra Pradesh,Vizianagaram,2025-09,490
Andhra Pradesh,Vizianagaram,2025-10,736
Andhra Pradesh,Vizianagaram,2025-11,490
Andhra Pradesh,Vizianagaram,2025-12,442
Andhra Pradesh,Vizianagaram,NaT,2642
Andhra Pradesh,Warangal,2025-01,27612
Andhra Pradesh,Warangal,2025-02,314
Andhra Pradesh,Warangal,2025-03,533
Andhra Pradesh,Warangal,2025-04,402
Andhra Pradesh,Warangal,2025-05,112
Andhra Pradesh,Warangal,2025-06,263
Andhra Pradesh,Warangal,2025-07,37
Andhra Pradesh,Warangal,2025-08,242
Andhra Pradesh,Warangal,2025-09,365
Andhra Pradesh,Warangal,2025-10,642
Andhra Pradesh,Warangal,2025-11,418
Andhra Pradesh,Warangal,2025-12,444
Andhra Pradesh,Warangal,NaT,2449
Andhra Pradesh,West Godavari,2025-01,141945
Andhra Pradesh,West Godavari,2025-02,565
Andhra Pradesh,West Godavari,2025-03,882
Andhra Pradesh,West Godavari,2025-04,699
Andhra Pradesh,West Godavari,2025-05,131
Andhra Pradesh,West Godavari,2025-06,720
Andhra Pradesh,West Godavari,2025-07,4
Andhra Pradesh,West Godavari,2025-08,706
Andhra Pradesh,West Godavari,2025-09,779
Andhra Pradesh,West Godavari,2025-10,1176
Andhra Pradesh,West Godavari,2025-11,717
Andhra Pradesh,West Godavari,2025-12,749
Andhra Pradesh,West Godavari,NaT,3922
Andhra Pradesh,Y. S. R,2025-01,5103
Andhra Pradesh,Y. S. R,2025-02,34
Andhra Pradesh,Y. S. R,2025-03,52
Andhra Pradesh,Y. S. R,2025-04,25
Andhra Pradesh,Y. S. R,2025-05,9
Andhra Pradesh,Y. S. R,2025-06,38
Andhra Pradesh,Y. S. R,2025-08,39
Andhra Pradesh,Y. S. R,2025-09,38
Andhra Pradesh,Y. S. R,2025-10,43
Andhra Pradesh,Y. S. R,2025-11,28
Andhra Pradesh,Y. S. R,2025-12,37
Andhra Pradesh,Y. S. R,NaT,168
Arunachal Pradesh,Anjaw,2025-01,698
Arunachal Pradesh,Anjaw,2025-02,4
Arunachal Pradesh,Anjaw,2025-03,7
Arunachal Pradesh,Anjaw,2025-04,7
Arunachal Pradesh,Anjaw,2025-05,4
Arunachal Pradesh,Anjaw,2025-08,3
Arunachal Pradesh,Anjaw,2025-09,2
Arunachal Pradesh,Anjaw,2025-10,2
Arunachal Pradesh,Anjaw,2025-11,3
Arunachal Pradesh,Anjaw,2025-12,2
Arunachal Pradesh,Anjaw,NaT,37
Arunachal Pradesh,Changlang,2025-01,3901
Arunachal Pradesh,Changlang,2025-02,98
Arunachal Pradesh,Changlang,2025-03,131
Arunachal Pradesh,Changlang,2025-04,180
Arunachal Pradesh,Changlang,2025-05,111
Arunachal Pradesh,Changlang,2025-06,67
Arunachal Pradesh,Changlang,2025-07,55
Arunachal Pradesh,Changlang,2025-08,107
Arunachal Pradesh,Changlang,2025-09,69
Arunachal Pradesh,Changlang,2025-10,39
Arunachal Pradesh,Changlang,2025-11,64
Arunachal Pradesh,Changlang,2025-12,54
Arunachal Pradesh,Changlang,NaT,234
Arunachal Pradesh,Dibang Valley,2025-01,205
Arunachal Pradesh,Dibang Valley,2025-02,1
Arunachal Pradesh,Dibang Valley,2025-04,1
Arunachal Pradesh,Dibang Valley,2025-05,1
Arunachal Pradesh,Dibang Valley,2025-06,2
Arunachal Pradesh,Dibang Valley,2025-08,3
Arunachal Pradesh,Dibang Valley,2025-09,1
Arunachal Pradesh,Dibang Valley,2025-10,3
Arunachal Pradesh,Dibang Valley,2025-11,2
Arunachal Pradesh,Dibang Valley,2025-12,1
Arunachal Pradesh,Dibang Valley,NaT,4
Arunachal Pradesh,East Kameng,2025-01,2305
Arunachal Pradesh,East Kameng,2025-02,26
Arunachal Pradesh,East Kameng,2025-03,34
Arunachal Pradesh,East Kameng,2025-04,48
Arunachal Pradesh,East Kameng,2025-05,52
Arunachal Pradesh,East Kameng,2025-06,12
Arunachal Pradesh,East Kameng,2025-07,7
Arunachal Pradesh,East Kameng,2025-08,39
Arunachal Pradesh,East Kameng,2025-09,27
Arunachal Pradesh,East Kameng,2025-10,24
Arunachal Pradesh,East Kameng,2025-11,24
Arunachal Pradesh,East Kameng,2025-12,30
Arunachal Pradesh,East Kameng,NaT,294
Arunachal Pradesh,East Siang,2025-01,1445
Arunachal Pradesh,East Siang,2025-02,7
Arunachal Pradesh,East Siang,2025-03,17
Arunachal Pradesh,East Siang,2025-04,16
Arunachal Pradesh,East Siang,2025-05,25
Arunachal Pradesh,East Siang,2025-06,7
Arunachal Pradesh,East Siang,2025-08,4
Arunachal Pradesh,East Siang,2025-09,24
Arunachal Pradesh,East Siang,2025-10,21
Arunachal Pradesh,East Siang,2025-11,12
Arunachal Pradesh,East Siang,2025-12,24
Arunachal Pradesh,East Siang,NaT,65
Arunachal Pradesh,Kamle,2025-01,96
Arunachal Pradesh,Kamle,2025-02,1
Arunachal Pradesh,Kamle,2025-03,4
Arunachal Pradesh,Kamle,2025-04,1
Arunachal Pradesh,Kamle,2025-08,1
Arunachal Pradesh,Kamle,2025-09,1
Arunachal Pradesh,Kamle,2025-10,1
Arunachal Pradesh,Kamle,2025-11,2
Arunachal Pradesh,Kamle,NaT,7
Arunachal Pradesh,Kra Daadi,2025-01,909
Arunachal Pradesh,Kra Daadi,2025-02,7
Arunachal Pradesh,Kra Daadi,2025-03,5
Arunachal Pradesh,Kra Daadi,2025-04,7
Arunachal Pradesh,Kra Daadi,2025-05,5
Arunachal Pradesh,Kra Daadi,2025-08,9
Arunachal Pradesh,Kra Daadi,2025-09,6
Arunachal Pradesh,Kra Daadi,2025-10,12
Arunachal Pradesh,Kra Daadi,2025-11,6
Arunachal Pradesh,Kra Daadi,2025-12,3
Arunachal Pradesh,Kra Daadi,NaT,48
Arunachal Pradesh,Kurung Kumey,2025-01,2451
Arunachal Pradesh,Kurung Kumey,2025-02,8
Arunachal Pradesh,Kurung Kumey,2025-03,40
Arunachal Pradesh,Kurung Kumey,2025-04,10
Arunachal Pradesh,Kurung Kumey,2025-05,26
Arunachal Pradesh,Kurung Kumey,2025-06,3
Arunachal Pradesh,Kurung Kumey,2025-07,1
Arunachal Pradesh,Kurung Kumey,2025-08,35
Arunachal Pradesh,Kurung Kumey,2025-09,21
Arunachal Pradesh,Kurung Kumey,2025-10,17
Arunachal Pradesh,Kurung Kumey,2025-11,15
Arunachal Pradesh,Kurung Kumey,2025-12,5
Arunachal Pradesh,Kurung Kumey,NaT,58
Arunachal Pradesh,Leparada,2025-03,1
Arunachal Pradesh,Leparada,2025-05,1
Arunachal Pradesh,Leparada,2025-08,1
Arunachal Pradesh,Lohit,2025-01,2164
Arunachal Pradesh,Lohit,2025-02,16
Arunachal Pradesh,Lohit,2025-03,18
Arunachal Pradesh,Lohit,2025-04,16
Arunachal Pradesh,Lohit,2025-05,13
Arunachal Pradesh,Lohit,2025-06,4
Arunachal Pradesh,Lohit,2025-08,8
Arunachal Pradesh,Lohit,2025-09,23
Arunachal Pradesh,Lohit,2025-10,48
Arunachal Pradesh,Lohit,2025-11,19
Arunachal Pradesh,Lohit,2025-12,29
Arunachal Pradesh,Lohit,NaT,102
Arunachal Pradesh,Longding,2025-01,1605
Arunachal Pradesh,Longding,2025-02,23
Arunachal Pradesh,Longding,2025-03,30
Arunachal Pradesh,Longding,2025-04,18
Arunachal Pradesh,Longding,2025-05,13
Arunachal Pradesh,Longding,2025-06,2
Arunachal Pradesh,Longding,2025-08,6
Arunachal Pradesh,Longding,2025-09,23
Arunachal Pradesh,Longding,2025-10,14
Arunachal Pradesh,Longding,2025-11,12
Arunachal Pradesh,Longding,2025-12,5
Arunachal Pradesh,Longding,NaT,178
Arunachal Pradesh,Lower Dibang Valley,2025-01,1095
Arunachal Pradesh,Lower Dibang Valley,2025-02,2
Arunachal Pradesh,Lower Dibang Valley,2025-03,13
Arunachal Pradesh,Lower Dibang Valley,2025-04,9
Arunachal Pradesh,Lower Dibang Valley,2025-05,7
Arunachal Pradesh,Lower Dibang Valley,2025-06,3
Arunachal Pradesh,Lower Dibang Valley,2025-08,11
Arunachal Pradesh,Lower Dibang Valley,2025-09,18
Arunachal Pradesh,Lower Dibang Valley,2025-10,15
Arunachal Pradesh,Lower Dibang Valley,2025-11,15
Arunachal Pradesh,Lower Dibang Valley,2025-12,10
Arunachal Pradesh,Lower Dibang Valley,NaT,69
Arunachal Pradesh,Lower Siang,2025-01,60
Arunachal Pradesh,Lower Siang,2025-02,1
Arunachal Pradesh,Lower Siang,2025-04,2
Arunachal Pradesh,Lower Siang,2025-05,2
Arunachal Pradesh,Lower Siang,2025-08,6
Arunachal Pradesh,Lower Siang,2025-09,3
Arunachal Pradesh,Lower Siang,2025-10,10
Arunachal Pradesh,Lower Siang,2025-11,2
Arunachal Pradesh,Lower Siang,2025-12,2
Arunachal Pradesh,Lower Siang,NaT,11
Arunachal Pradesh,Lower Subansiri,2025-01,1672
Arunachal Pradesh,Lower Subansiri,2025-02,18
Arunachal Pradesh,Lower Subansiri,2025-03,43
Arunachal Pradesh,Lower Subansiri,2025-04,29
Arunachal Pradesh,Lower Subansiri,2025-05,17
Arunachal Pradesh,Lower Subansiri,2025-06,2
Arunachal Pradesh,Lower Subansiri,2025-07,2
Arunachal Pradesh,Lower Subansiri,2025-08,10
Arunachal Pradesh,Lower Subansiri,2025-09,12
Arunachal Pradesh,Lower Subansiri,2025-10,20
Arunachal Pradesh,Lower Subansiri,2025-11,20
Arunachal Pradesh,Lower Subansiri,2025-12,19
Arunachal Pradesh,Lower Subansiri,NaT,83
Arunachal Pradesh,Namsai,2025-01,3634
Arunachal Pradesh,Namsai,2025-02,15
Arunachal Pradesh,Namsai,2025-03,16
Arunachal Pradesh,Namsai,2025-04,22
Arunachal Pradesh,Namsai,2025-05,17
Arunachal Pradesh,Namsai,2025-06,3
Arunachal Pradesh,Namsai,2025-07,2
Arunachal Pradesh,Namsai,2025-08,30
Arunachal Pradesh,Namsai,2025-09,20
Arunachal Pradesh,Namsai,2025-10,42
Arunachal Pradesh,Namsai,2025-11,22
Arunachal Pradesh,Namsai,2025-12,12
Arunachal Pradesh,Namsai,NaT,163
Arunachal Pradesh,Pakke Kessang,2025-01,18
Arunachal Pradesh,Pakke Kessang,2025-02,3
Arunachal Pradesh,Pakke Kessang,2025-03,1
Arunachal Pradesh,Pakke Kessang,2025-04,3
Arunachal Pradesh,Pakke Kessang,2025-05,2
Arunachal Pradesh,Pakke Kessang,2025-08,1
Arunachal Pradesh,Pakke Kessang,2025-09,1
Arunachal Pradesh,Pakke Kessang,2025-10,2
Arunachal Pradesh,Pakke Kessang,2025-11,1
Arunachal Pradesh,Pakke Kessang,2025-12,1
Arunachal Pradesh,Pakke Kessang,NaT,11
Arunachal Pradesh,Papum Pare,2025-01,5663
Arunachal Pradesh,Papum Pare,2025-02,38
Arunachal Pradesh,Papum Pare,2025-03,110
Arunachal Pradesh,Papum Pare,2025-04,92
Arunachal Pradesh,Papum Pare,2025-05,50
Arunachal Pradesh,Papum Pare,2025-06,26
Arunachal Pradesh,Papum Pare,2025-07,3
Arunachal Pradesh,Papum Pare,2025-08,47
Arunachal Pradesh,Papum Pare,2025-09,83
Arunachal Pradesh,Papum Pare,2025-10,188
Arunachal Pradesh,Papum Pare,2025-11,67
Arunachal Pradesh,Papum Pare,2025-12,44
Arunachal Pradesh,Papum Pare,NaT,471
Arunachal Pradesh,Shi-Yomi,2025-01,180
Arunachal Pradesh,Shi-Yomi,2025-02,1
Arunachal Pradesh,Shi-Yomi,2025-04,2
Arunachal Pradesh,Shi-Yomi,2025-06,1
Arunachal Pradesh,Shi-Yomi,2025-08,3
Arunachal Pradesh,Shi-Yomi,2025-10,2
Arunachal Pradesh,Shi-Yomi,2025-11,3
Arunachal Pradesh,Shi-Yomi,2025-12,3
Arunachal Pradesh,Shi-Yomi,NaT,7
Arunachal Pradesh,Siang,2025-01,722
Arunachal Pradesh,Siang,2025-02,7
Arunachal Pradesh,Siang,2025-03,7
Arunachal Pradesh,Siang,2025-04,9
Arunachal Pradesh,Siang,2025-05,4
Arunachal Pradesh,Siang,2025-06,3
Arunachal Pradesh,Siang,2025-08,11
Arunachal Pradesh,Siang,2025-09,9
Arunachal Pradesh,Siang,2025-10,16
Arunachal Pradesh,Siang,2025-11,9
Arunachal Pradesh,Siang,2025-12,8
Arunachal Pradesh,Siang,NaT,34
Arunachal Pradesh,Tawang,2025-01,1042
Arunachal Pradesh,Tawang,2025-02,9
Arunachal Pradesh,Tawang,2025-03,7
Arunachal Pradesh,Tawang,2025-04,6
Arunachal Pradesh,Tawang,2025-05,6
Arunachal Pradesh,Tawang,2025-06,4
Arunachal Pradesh,Tawang,2025-07,1
Arunachal Pradesh,Tawang,2025-08,1
Arunachal Pradesh,Tawang,2025-09,8
Arunachal Pradesh,Tawang,2025-10,5
Arunachal Pradesh,Tawang,2025-11,5
Arunachal Pradesh,Tawang,2025-12,36
Arunachal Pradesh,Tawang,NaT,47
Arunachal Pradesh,Tirap,2025-01,807
Arunachal Pradesh,Tirap,2025-02,4
Arunachal Pradesh,Tirap,2025-03,4
Arunachal Pradesh,Tirap,2025-04,7
Arunachal Pradesh,Tirap,2025-05,5
Arunachal Pradesh,Tirap,2025-07,1
Arunachal Pradesh,Tirap,2025-08,9
Arunachal Pradesh,Tirap,2025-09,9
Arunachal Pradesh,Tirap,2025-10,8
Arunachal Pradesh,Tirap,2025-11,13
Arunachal Pradesh,Tirap,2025-12,7
Arunachal Pradesh,Tirap,NaT,89
Arunachal Pradesh,Upper Siang,2025-01,745
Arunachal Pradesh,Upper Siang,2025-02,3
Arunachal Pradesh,Upper Siang,2025-03,10
Arunachal Pradesh,Upper Siang,2025-04,6
Arunachal Pradesh,Upper Siang,2025-05,2
Arunachal Pradesh,Upper Siang,2025-06,3
Arunachal Pradesh,Upper Siang,2025-09,7
Arunachal Pradesh,Upper Siang,2025-10,22
Arunachal Pradesh,Upper Siang,2025-11,5
Arunachal Pradesh,Upper Siang,2025-12,6
Arunachal Pradesh,Upper Siang,NaT,37
Arunachal Pradesh,Upper Subansiri,2025-01,2686
Arunachal Pradesh,Upper Subansiri,2025-03,26
Arunachal Pradesh,Upper Subansiri,2025-04,21
Arunachal Pradesh,Upper Subansiri,2025-05,10
Arunachal Pradesh,Upper Subansiri,2025-06,1
Arunachal Pradesh,Upper Subansiri,2025-08,36
Arunachal Pradesh,Upper Subansiri,2025-09,14
Arunachal Pradesh,Upper Subansiri,2025-10,17
Arunachal Pradesh,Upper Subansiri,2025-11,21
Arunachal Pradesh,Upper Subansiri,2025-12,24
Arunachal Pradesh,Upper Subansiri,NaT,154
Arunachal Pradesh,West Kameng,2025-01,3633
Arunachal Pradesh,West Kameng,2025-02,61
Arunachal Pradesh,West Kameng,2025-03,64
Arunachal Pradesh,West Kameng,2025-04,36
Arunachal Pradesh,West Kameng,2025-05,17
Arunachal Pradesh,West Kameng,2025-06,5
Arunachal Pradesh,West Kameng,2025-07,16
Arunachal Pradesh,West Kameng,2025-08,45
Arunachal Pradesh,West Kameng,2025-09,52
Arunachal Pradesh,West Kameng,2025-10,40
Arunachal Pradesh,West Kameng,2025-11,33
Arunachal Pradesh,West Kameng,2025-12,33
Arunachal Pradesh,West Kameng,NaT,140
Arunachal Pradesh,West Siang,2025-01,2165
Arunachal Pradesh,West Siang,2025-02,24
Arunachal Pradesh,West Siang,2025-03,39
Arunachal Pradesh,West Siang,2025-04,35
Arunachal Pradesh,West Siang,2025-05,31
Arunachal Pradesh,West Siang,2025-06,14
Arunachal Pradesh,West Siang,2025-08,20
Arunachal Pradesh,West Siang,2025-09,53
Arunachal Pradesh,West Siang,2025-10,66
Arunachal Pradesh,West Siang,2025-11,25
Arunachal Pradesh,West Siang,2025-12,33
Arunachal Pradesh,West Siang,NaT,155
Assam,Bajali,2025-01,1
Assam,Bajali,2025-03,2
Assam,Bajali,2025-08,2
Assam,Bajali,NaT,4
Assam,Baksa,2025-01,9502
Assam,Baksa,2025-02,60
Assam,Baksa,2025-03,138
Assam,Baksa,2025-04,88
Assam,Baksa,2025-05,71
Assam,Baksa,2025-06,71
Assam,Baksa,2025-07,3
Assam,Baksa,2025-08,52
Assam,Baksa,2025-09,84
Assam,Baksa,2025-10,109
Assam,Baksa,2025-11,55
Assam,Baksa,2025-12,39
Assam,Baksa,NaT,310
Assam,Barpeta,2025-01,46090
Assam,Barpeta,2025-02,440
Assam,Barpeta,2025-03,431
Assam,Barpeta,2025-04,361
Assam,Barpeta,2025-05,299
Assam,Barpeta,2025-06,516
Assam,Barpeta,2025-07,15
Assam,Barpeta,2025-08,631
Assam,Barpeta,2025-09,859
Assam,Barpeta,2025-10,992
Assam,Barpeta,2025-11,805
Assam,Barpeta,2025-12,402
Assam,Barpeta,NaT,3864
Assam,Biswanath,2025-01,5139
Assam,Biswanath,2025-02,68
Assam,Biswanath,2025-03,97
Assam,Biswanath,2025-04,48
Assam,Biswanath,2025-05,50
Assam,Biswanath,2025-06,53
Assam,Biswanath,2025-07,7
Assam,Biswanath,2025-08,50
Assam,Biswanath,2025-09,58
Assam,Biswanath,2025-10,65
Assam,Biswanath,2025-11,51
Assam,Biswanath,2025-12,82
Assam,Biswanath,NaT,230
Assam,Bongaigaon,2025-01,18578
Assam,Bongaigaon,2025-02,178
Assam,Bongaigaon,2025-03,176
Assam,Bongaigaon,2025-04,153
Assam,Bongaigaon,2025-05,150
Assam,Bongaigaon,2025-06,123
Assam,Bongaigaon,2025-07,28
Assam,Bongaigaon,2025-08,175
Assam,Bongaigaon,2025-09,201
Assam,Bongaigaon,2025-10,208
Assam,Bongaigaon,2025-11,143
Assam,Bongaigaon,2025-12,116
Assam,Bongaigaon,NaT,812
Assam,Cachar,2025-01,34802
Assam,Cachar,2025-02,369
Assam,Cachar,2025-03,475
Assam,Cachar,2025-04,426
Assam,Cachar,2025-05,377
Assam,Cachar,2025-06,396
Assam,Cachar,2025-07,88
Assam,Cachar,2025-08,507
Assam,Cachar,2025-09,542
Assam,Cachar,2025-10,734
Assam,Cachar,2025-11,478
Assam,Cachar,2025-12,405
Assam,Cachar,NaT,2349
Assam,Charaideo,2025-01,4162
Assam,Charaideo,2025-02,36
Assam,Charaideo,2025-03,40
Assam,Charaideo,2025-04,92
Assam,Charaideo,2025-05,93
Assam,Charaideo,2025-06,97
Assam,Charaideo,2025-07,26
Assam,Charaideo,2025-08,50
Assam,Charaideo,2025-09,216
Assam,Charaideo,2025-10,243
Assam,Charaideo,2025-11,144
Assam,Charaideo,2025-12,32
Assam,Charaideo,NaT,530
Assam,Chirang,2025-01,13421
Assam,Chirang,2025-02,67
Assam,Chirang,2025-03,64
Assam,Chirang,2025-04,65
Assam,Chirang,2025-05,61
Assam,Chirang,2025-06,77
Assam,Chirang,2025-07,1
Assam,Chirang,2025-08,82
Assam,Chirang,2025-09,69
Assam,Chirang,2025-10,136
Assam,Chirang,2025-11,59
Assam,Chirang,2025-12,73
Assam,Chirang,NaT,327
Assam,Darrang,2025-01,13878
Assam,Darrang,2025-02,101
Assam,Darrang,2025-03,92
Assam,Darrang,2025-04,122
Assam,Darrang,2025-05,115
Assam,Darrang,2025-06,126
Assam,Darrang,2025-07,4
Assam,Darrang,2025-08,145
Assam,Darrang,2025-09,148
Assam,Darrang,2025-10,218
Assam,Darrang,2025-11,153
Assam,Darrang,2025-12,119
Assam,Darrang,NaT,958
Assam,Dhemaji,2025-01,9921
Assam,Dhemaji,2025-02,112
Assam,Dhemaji,2025-03,76
Assam,Dhemaji,2025-04,155
Assam,Dhemaji,2025-05,77
Assam,Dhemaji,2025-06,144
Assam,Dhemaji,2025-07,15
Assam,Dhemaji,2025-08,125
Assam,Dhemaji,2025-09,135
Assam,Dhemaji,2025-10,248
Assam,Dhemaji,2025-11,202
Assam,Dhemaji,2025-12,247
Assam,Dhemaji,NaT,912
Assam,Dhubri,2025-01,33333
Assam,Dhubri,2025-02,213
Assam,Dhubri,2025-03,250
Assam,Dhubri,2025-04,340
Assam,Dhubri,2025-05,293
Assam,Dhubri,2025-06,271
Assam,Dhubri,2025-07,15
Assam,Dhubri,2025-08,229
Assam,Dhubri,2025-09,412
Assam,Dhubri,2025-10,512
Assam,Dhubri,2025-11,256
Assam,Dhubri,2025-12,227
Assam,Dhubri,NaT,1618
Assam,Dibrugarh,2025-01,18317
Assam,Dibrugarh,2025-02,98
Assam,Dibrugarh,2025-03,214
Assam,Dibrugarh,2025-04,216
Assam,Dibrugarh,2025-05,119
Assam,Dibrugarh,2025-06,149
Assam,Dibrugarh,2025-07,15
Assam,Dibrugarh,2025-08,223
Assam,Dibrugarh,2025-09,201
Assam,Dibrugarh,2025-10,285
Assam,Dibrugarh,2025-11,158
Assam,Dibrugarh,2025-12,170
Assam,Dibrugarh,NaT,669
Assam,Dima Hasao,2025-09,1
Assam,Dima Hasao,2025-11,2
Assam,Goalpara,2025-01,11478
Assam,Goalpara,2025-02,130
Assam,Goalpara,2025-03,86
Assam,Goalpara,2025-04,297
Assam,Goalpara,2025-05,132
Assam,Goalpara,2025-06,189
Assam,Goalpara,2025-07,3
Assam,Goalpara,2025-08,269
Assam,Goalpara,2025-09,190
Assam,Goalpara,2025-10,188
Assam,Goalpara,2025-11,155
Assam,Goalpara,2025-12,80
Assam,Goalpara,NaT,666
Assam,Golaghat,2025-01,8841
Assam,Golaghat,2025-02,80
Assam,Golaghat,2025-03,100
Assam,Golaghat,2025-04,105
Assam,Golaghat,2025-05,74
Assam,Golaghat,2025-06,146
Assam,Golaghat,2025-07,9
Assam,Golaghat,2025-08,123
Assam,Golaghat,2025-09,153
Assam,Golaghat,2025-10,219
Assam,Golaghat,2025-11,188
Assam,Golaghat,2025-12,185
Assam,Golaghat,NaT,678
Assam,Hailakandi,2025-01,10529
Assam,Hailakandi,2025-02,144
Assam,Hailakandi,2025-03,86
Assam,Hailakandi,2025-04,215
Assam,Hailakandi,2025-05,145
Assam,Hailakandi,2025-06,176
Assam,Hailakandi,2025-07,1
Assam,Hailakandi,2025-08,170
Assam,Hailakandi,2025-09,206
Assam,Hailakandi,2025-10,292
Assam,Hailakandi,2025-11,158
Assam,Hailakandi,2025-12,33
Assam,Hailakandi,NaT,641
Assam,Hojai,2025-01,14002
Assam,Hojai,2025-02,124
Assam,Hojai,2025-03,292
Assam,Hojai,2025-04,166
Assam,Hojai,2025-05,224
Assam,Hojai,2025-06,182
Assam,Hojai,2025-07,35
Assam,Hojai,2025-08,193
Assam,Hojai,2025-09,159
Assam,Hojai,2025-10,243
Assam,Hojai,2025-11,171
Assam,Hojai,2025-12,100
Assam,Hojai,NaT,959
Assam,Jorhat,2025-01,7331
Assam,Jorhat,2025-02,46
Assam,Jorhat,2025-03,53
Assam,Jorhat,2025-04,73
Assam,Jorhat,2025-05,74
Assam,Jorhat,2025-06,77
Assam,Jorhat,2025-07,12
Assam,Jorhat,2025-08,107
Assam,Jorhat,2025-09,73
Assam,Jorhat,2025-10,209
Assam,Jorhat,2025-11,156
Assam,Jorhat,2025-12,124
Assam,Jorhat,NaT,637
Assam,Kamrup,2025-01,24334
Assam,Kamrup,2025-02,325
Assam,Kamrup,2025-03,274
Assam,Kamrup,2025-04,364
Assam,Kamrup,2025-05,230
Assam,Kamrup,2025-06,302
Assam,Kamrup,2025-07,59
Assam,Kamrup,2025-08,223
Assam,Kamrup,2025-09,312
Assam,Kamrup,2025-10,482
Assam,Kamrup,2025-11,322
Assam,Kamrup,2025-12,186
Assam,Kamrup,NaT,1482
Assam,Kamrup Metro,2025-01,16478
Assam,Kamrup Metro,2025-02,144
Assam,Kamrup Metro,2025-03,137
Assam,Kamrup Metro,2025-04,199
Assam,Kamrup Metro,2025-05,166
Assam,Kamrup Metro,2025-06,191
Assam,Kamrup Metro,2025-07,44
Assam,Kamrup Metro,2025-08,179
Assam,Kamrup Metro,2025-09,184
Assam,Kamrup Metro,2025-10,232
Assam,Kamrup Metro,2025-11,197
Assam,Kamrup Metro,2025-12,180
Assam,Kamrup Metro,NaT,799
Assam,Karbi Anglong,2025-01,15510
Assam,Karbi Anglong,2025-02,119
Assam,Karbi Anglong,2025-03,174
Assam,Karbi Anglong,2025-04,140
Assam,Karbi Anglong,2025-05,173
Assam,Karbi Anglong,2025-06,177
Assam,Karbi Anglong,2025-07,61
Assam,Karbi Anglong,2025-08,172
Assam,Karbi Anglong,2025-09,166
Assam,Karbi Anglong,2025-10,271
Assam,Karbi Anglong,2025-11,166
Assam,Karbi Anglong,2025-12,184
Assam,Karbi Anglong,NaT,1088
Assam,Karimganj,2025-01,12686
Assam,Karimganj,2025-02,123
Assam,Karimganj,2025-03,162
Assam,Karimganj,2025-04,279
Assam,Karimganj,2025-05,163
Assam,Karimganj,2025-06,115
Assam,Karimganj,2025-07,4
Assam,Karimganj,2025-08,180
Assam,Karimganj,2025-09,295
Assam,Karimganj,2025-10,339
Assam,Karimganj,2025-11,285
Assam,Karimganj,2025-12,182
Assam,Karimganj,NaT,1131
Assam,Kokrajhar,2025-01,17703
Assam,Kokrajhar,2025-02,34
Assam,Kokrajhar,2025-03,112
Assam,Kokrajhar,2025-04,138
Assam,Kokrajhar,2025-05,59
Assam,Kokrajhar,2025-06,76
Assam,Kokrajhar,2025-07,12
Assam,Kokrajhar,2025-08,54
Assam,Kokrajhar,2025-09,114
Assam,Kokrajhar,2025-10,139
Assam,Kokrajhar,2025-11,138
Assam,Kokrajhar,2025-12,82
Assam,Kokrajhar,NaT,340
Assam,Lakhimpur,2025-01,13524
Assam,Lakhimpur,2025-02,149
Assam,Lakhimpur,2025-03,189
Assam,Lakhimpur,2025-04,235
Assam,Lakhimpur,2025-05,172
Assam,Lakhimpur,2025-06,196
Assam,Lakhimpur,2025-07,65
Assam,Lakhimpur,2025-08,126
Assam,Lakhimpur,2025-09,270
Assam,Lakhimpur,2025-10,276
Assam,Lakhimpur,2025-11,182
Assam,Lakhimpur,2025-12,145
Assam,Lakhimpur,NaT,885
Assam,Majuli,2025-01,2114
Assam,Majuli,2025-02,22
Assam,Majuli,2025-03,15
Assam,Majuli,2025-04,68
Assam,Majuli,2025-05,23
Assam,Majuli,2025-06,15
Assam,Majuli,2025-08,32
Assam,Majuli,2025-09,8
Assam,Majuli,2025-10,42
Assam,Majuli,2025-11,11
Assam,Majuli,2025-12,7
Assam,Majuli,NaT,65
Assam,Marigaon,2025-01,18043
Assam,Marigaon,2025-02,244
Assam,Marigaon,2025-03,90
Assam,Marigaon,2025-04,324
