state,district,period,demographic_update_count
Andhra Pradesh,Srikakulam,2025-09,600
Andhra Pradesh,Srikakulam,2025-10,709
Andhra Pradesh,Srikakulam,2025-11,315
Andhra Pradesh,Srikakulam,2025-12,404
Andhra Pradesh,Srikakulam,NaT,8753
Andhra Pradesh,Tirupati,2025-01,10118
Andhra Pradesh,Tirupati,2025-02,225
Andhra Pradesh,Tirupati,2025-03,105
Andhra Pradesh,Tirupati,2025-04,143
Andhra Pradesh,Tirupati,2025-05,185
Andhra Pradesh,Tirupati,2025-06,91
Andhra Pradesh,Tirupati,2025-07,97
Andhra Pradesh,Tirupati,2025-08,161
Andhra Pradesh,Tirupati,2025-09,281
Andhra Pradesh,Tirupati,2025-10,124
Andhra Pradesh,Tirupati,2025-11,67
Andhra Pradesh,Tirupati,2025-12,179
Andhra Pradesh,Tirupati,NaT,2249
Andhra Pradesh,Visakhapatnam,2025-01,30373
Andhra Pradesh,Visakhapatnam,2025-02,778
Andhra Pradesh,Visakhapatnam,2025-03,760
Andhra Pradesh,Visakhapatnam,2025-04,1036
Andhra Pradesh,Visakhapatnam,2025-05,768
Andhra Pradesh,Visakhapatnam,2025-06,590
Andhra Pradesh,Visakhapatnam,2025-07,51
Andhra Pradesh,Visakhapatnam,2025-08,766
Andhra Pradesh,Visakhapatnam,2025-09,844
Andhra Pradesh,Visakhapatnam,2025-10,897
Andhra Pradesh,Visakhapatnam,2025-11,315
Andhra Pradesh,Visakhapatnam,2025-12,614
Andhra Pradesh,Visakhapatnam,NaT,10960
Andhra Pradesh,Vizianagaram,2025-01,8530
Andhra Pradesh,Vizianagaram,2025-02,515
Andhra Pradesh,Vizianagaram,2025-03,504
Andhra Pradesh,Vizianagaram,2025-04,660
Andhra Pradesh,Vizianagaram,2025-05,356
Andhra Pradesh,Vizianagaram,2025-06,394
Andhra Pradesh,Vizianagaram,2025-07,21
Andhra Pradesh,Vizianagaram,2025-08,467
Andhra Pradesh,Vizianagaram,2025-09,452
Andhra Pradesh,Vizianagaram,2025-10,529
Andhra Pradesh,Vizianagaram,2025-11,132
Andhra Pradesh,Vizianagaram,2025-12,351
Andhra Pradesh,Vizianagaram,NaT,5902
Andhra Pradesh,Warangal,2025-01,2774
Andhra Pradesh,Warangal,2025-02,254
Andhra Pradesh,Warangal,2025-03,266
Andhra Pradesh,Warangal,2025-04,376
Andhra Pradesh,Warangal,2025-05,117
Andhra Pradesh,Warangal,2025-06,132
Andhra Pradesh,Warangal,2025-07,10
Andhra Pradesh,Warangal,2025-08,346
Andhra Pradesh,Warangal,2025-09,226
Andhra Pradesh,Warangal,2025-10,379
Andhra Pradesh,Warangal,2025-11,103
Andhra Pradesh,Warangal,2025-12,182
Andhra Pradesh,Warangal,NaT,3342
Andhra Pradesh,West Godavari,2025-01,21405
Andhra Pradesh,West Godavari,2025-02,785
Andhra Pradesh,West Godavari,2025-03,624
Andhra Pradesh,West Godavari,2025-04,914
Andhra Pradesh,West Godavari,2025-05,509
Andhra Pradesh,West Godavari,2025-06,553
Andhra Pradesh,West Godavari,2025-07,16
Andhra Pradesh,West Godavari,2025-08,687
Andhra Pradesh,West Godavari,2025-09,640
Andhra Pradesh,West Godavari,2025-10,949
Andhra Pradesh,West Godavari,2025-11,333
Andhra Pradesh,West Godavari,2025-12,665
Andhra Pradesh,West Godavari,NaT,8934
Andhra Pradesh,Y. S. R,2025-01,5090
Andhra Pradesh,Y. S. R,2025-02,142
Andhra Pradesh,Y. S. R,2025-03,131
Andhra Pradesh,Y. S. R,2025-04,98
Andhra Pradesh,Y. S. R,2025-05,150
Andhra Pradesh,Y. S. R,2025-06,110
Andhra Pradesh,Y. S. R,2025-07,11
Andhra Pradesh,Y. S. R,2025-08,184
Andhra Pradesh,Y. S. R,2025-09,127
Andhra Pradesh,Y. S. R,2025-10,120
Andhra Pradesh,Y. S. R,2025-11,40
Andhra Pradesh,Y. S. R,2025-12,140
Andhra Pradesh,Y. S. R,NaT,1315
Arunachal Pradesh,Anjaw,2025-01,131
Arunachal Pradesh,Anjaw,2025-04,32
Arunachal Pradesh,Anjaw,2025-07,1
Arunachal Pradesh,Anjaw,2025-09,30
Arunachal Pradesh,Anjaw,2025-10,8
Arunachal Pradesh,Anjaw,2025-11,13
Arunachal Pradesh,Anjaw,2025-12,14
Arunachal Pradesh,Anjaw,NaT,50
Arunachal Pradesh,Changlang,2025-01,287
Arunachal Pradesh,Changlang,2025-02,20
Arunachal Pradesh,Changlang,2025-03,155
Arunachal Pradesh,Changlang,2025-04,109
Arunachal Pradesh,Changlang,2025-05,73
Arunachal Pradesh,Changlang,2025-06,68
Arunachal Pradesh,Changlang,2025-07,22
Arunachal Pradesh,Changlang,2025-08,37
Arunachal Pradesh,Changlang,2025-09,81
Arunachal Pradesh,Changlang,2025-10,42
Arunachal Pradesh,Changlang,2025-11,78
Arunachal Pradesh,Changlang,2025-12,20
Arunachal Pradesh,Changlang,NaT,567
Arunachal Pradesh,Dibang Valley,2025-02,7
Arunachal Pradesh,Dibang Valley,2025-03,2
Arunachal Pradesh,Dibang Valley,2025-06,1
Arunachal Pradesh,Dibang Valley,2025-08,6
Arunachal Pradesh,Dibang Valley,2025-09,6
Arunachal Pradesh,Dibang Valley,NaT,8
Arunachal Pradesh,East Kameng,2025-03,41
Arunachal Pradesh,East Kameng,2025-04,110
Arunachal Pradesh,East Kameng,2025-05,60
Arunachal Pradesh,East Kameng,2025-07,17
Arunachal Pradesh,East Kameng,2025-09,2
Arunachal Pradesh,East Kameng,2025-10,74
Arunachal Pradesh,East Kameng,2025-11,11
Arunachal Pradesh,East Kameng,2025-12,42
Arunachal Pradesh,East Kameng,NaT,222
Arunachal Pradesh,East Siang,2025-01,19
Arunachal Pradesh,East Siang,2025-02,3
Arunachal Pradesh,East Siang,2025-03,4
Arunachal Pradesh,East Siang,2025-04,55
Arunachal Pradesh,East Siang,2025-05,18
Arunachal Pradesh,East Siang,2025-06,4
Arunachal Pradesh,East Siang,2025-08,5
Arunachal Pradesh,East Siang,2025-09,17
Arunachal Pradesh,East Siang,2025-10,34
Arunachal Pradesh,East Siang,2025-11,14
Arunachal Pradesh,East Siang,NaT,466
Arunachal Pradesh,Kamle,2025-01,10
Arunachal Pradesh,Kamle,2025-02,1
Arunachal Pradesh,Kamle,2025-03,38
Arunachal Pradesh,Kamle,2025-05,45
Arunachal Pradesh,Kamle,2025-06,13
Arunachal Pradesh,Kamle,2025-10,2
Arunachal Pradesh,Kamle,NaT,6
Arunachal Pradesh,Kra Daadi,2025-01,131
Arunachal Pradesh,Kra Daadi,2025-02,1
Arunachal Pradesh,Kra Daadi,2025-05,4
Arunachal Pradesh,Kra Daadi,2025-06,7
Arunachal Pradesh,Kra Daadi,2025-07,1
Arunachal Pradesh,Kra Daadi,2025-08,15
Arunachal Pradesh,Kra Daadi,2025-12,10
Arunachal Pradesh,Kra Daadi,NaT,35
Arunachal Pradesh,Kurung Kumey,2025-01,10
Arunachal Pradesh,Kurung Kumey,2025-03,10
Arunachal Pradesh,Kurung Kumey,2025-05,15
Arunachal Pradesh,Kurung Kumey,2025-06,6
Arunachal Pradesh,Kurung Kumey,2025-09,12
Arunachal Pradesh,Kurung Kumey,2025-10,20
Arunachal Pradesh,Kurung Kumey,2025-12,8
Arunachal Pradesh,Kurung Kumey,NaT,61
Arunachal Pradesh,Leparada,2025-06,1
Arunachal Pradesh,Leparada,2025-08,2
Arunachal Pradesh,Lohit,2025-01,139
Arunachal Pradesh,Lohit,2025-02,32
Arunachal Pradesh,Lohit,2025-03,26
Arunachal Pradesh,Lohit,2025-04,30
Arunachal Pradesh,Lohit,2025-05,25
Arunachal Pradesh,Lohit,2025-06,7
Arunachal Pradesh,Lohit,2025-07,1
Arunachal Pradesh,Lohit,2025-08,8
Arunachal Pradesh,Lohit,2025-09,24
Arunachal Pradesh,Lohit,2025-12,75
Arunachal Pradesh,Lohit,NaT,171
Arunachal Pradesh,Longding,2025-01,3
Arunachal Pradesh,Longding,2025-02,45
Arunachal Pradesh,Longding,2025-03,4
Arunachal Pradesh,Longding,2025-04,2
Arunachal Pradesh,Longding,2025-05,1
Arunachal Pradesh,Longding,2025-06,5
Arunachal Pradesh,Longding,2025-07,1
Arunachal Pradesh,Longding,2025-08,4
Arunachal Pradesh,Longding,2025-09,60
Arunachal Pradesh,Longding,2025-10,38
Arunachal Pradesh,Longding,2025-11,3
Arunachal Pradesh,Longding,2025-12,21
Arunachal Pradesh,Longding,NaT,114
Arunachal Pradesh,Lower Dibang Valley,2025-01,3
Arunachal Pradesh,Lower Dibang Valley,2025-04,17
Arunachal Pradesh,Lower Dibang Valley,2025-05,10
Arunachal Pradesh,Lower Dibang Valley,2025-06,14
Arunachal Pradesh,Lower Dibang Valley,2025-07,1
Arunachal Pradesh,Lower Dibang Valley,2025-08,25
Arunachal Pradesh,Lower Dibang Valley,2025-09,14
Arunachal Pradesh,Lower Dibang Valley,2025-10,35
Arunachal Pradesh,Lower Dibang Valley,NaT,142
Arunachal Pradesh,Lower Siang,2025-01,4
Arunachal Pradesh,Lower Siang,2025-02,7
Arunachal Pradesh,Lower Siang,2025-03,3
Arunachal Pradesh,Lower Siang,2025-04,10
Arunachal Pradesh,Lower Siang,2025-05,7
Arunachal Pradesh,Lower Siang,2025-06,1
Arunachal Pradesh,Lower Siang,2025-07,1
Arunachal Pradesh,Lower Siang,2025-08,9
Arunachal Pradesh,Lower Siang,2025-09,2
Arunachal Pradesh,Lower Siang,2025-10,3
Arunachal Pradesh,Lower Siang,NaT,27
Arunachal Pradesh,Lower Subansiri,2025-01,33
Arunachal Pradesh,Lower Subansiri,2025-02,18
Arunachal Pradesh,Lower Subansiri,2025-03,28
Arunachal Pradesh,Lower Subansiri,2025-04,13
Arunachal Pradesh,Lower Subansiri,2025-06,11
Arunachal Pradesh,Lower Subansiri,2025-08,14
Arunachal Pradesh,Lower Subansiri,2025-09,3
Arunachal Pradesh,Lower Subansiri,2025-10,29
Arunachal Pradesh,Lower Subansiri,2025-11,18
Arunachal Pradesh,Lower Subansiri,NaT,164
Arunachal Pradesh,Namsai,2025-01,32
Arunachal Pradesh,Namsai,2025-02,33
Arunachal Pradesh,Namsai,2025-03,32
Arunachal Pradesh,Namsai,2025-04,15
Arunachal Pradesh,Namsai,2025-05,12
Arunachal Pradesh,Namsai,2025-06,23
Arunachal Pradesh,Namsai,2025-07,2
Arunachal Pradesh,Namsai,2025-08,18
Arunachal Pradesh,Namsai,2025-09,20
Arunachal Pradesh,Namsai,2025-10,37
Arunachal Pradesh,Namsai,2025-11,6
Arunachal Pradesh,Namsai,2025-12,12
Arunachal Pradesh,Namsai,NaT,136
Arunachal Pradesh,Pakke Kessang,2025-02,1
Arunachal Pradesh,Pakke Kessang,2025-04,1
Arunachal Pradesh,Pakke Kessang,2025-05,9
Arunachal Pradesh,Pakke Kessang,2025-06,1
Arunachal Pradesh,Pakke Kessang,2025-09,2
Arunachal Pradesh,Pakke Kessang,NaT,9
Arunachal Pradesh,Papum Pare,2025-01,437
Arunachal Pradesh,Papum Pare,2025-02,17
Arunachal Pradesh,Papum Pare,2025-03,46
Arunachal Pradesh,Papum Pare,2025-04,54
Arunachal Pradesh,Papum Pare,2025-05,14
Arunachal Pradesh,Papum Pare,2025-06,44
Arunachal Pradesh,Papum Pare,2025-07,2
Arunachal Pradesh,Papum Pare,2025-08,36
Arunachal Pradesh,Papum Pare,2025-09,67
Arunachal Pradesh,Papum Pare,2025-10,16
Arunachal Pradesh,Papum Pare,2025-11,10
Arunachal Pradesh,Papum Pare,2025-12,39
Arunachal Pradesh,Papum Pare,NaT,362
Arunachal Pradesh,Shi-Yomi,2025-01,3
Arunachal Pradesh,Shi-Yomi,2025-02,3
Arunachal Pradesh,Shi-Yomi,2025-03,2
Arunachal Pradesh,Shi-Yomi,2025-05,2
Arunachal Pradesh,Shi-Yomi,2025-08,2
Arunachal Pradesh,Shi-Yomi,2025-10,4
Arunachal Pradesh,Shi-Yomi,NaT,24
Arunachal Pradesh,Siang,2025-01,3
Arunachal Pradesh,Siang,2025-02,5
Arunachal Pradesh,Siang,2025-03,15
Arunachal Pradesh,Siang,2025-04,3
Arunachal Pradesh,Siang,2025-05,2
Arunachal Pradesh,Siang,2025-06,4
Arunachal Pradesh,Siang,2025-07,1
Arunachal Pradesh,Siang,2025-08,1
Arunachal Pradesh,Siang,2025-09,2
Arunachal Pradesh,Siang,2025-11,7
Arunachal Pradesh,Siang,2025-12,4
Arunachal Pradesh,Siang,NaT,87
Arunachal Pradesh,Tawang,2025-01,82
Arunachal Pradesh,Tawang,2025-02,3
Arunachal Pradesh,Tawang,2025-03,1
Arunachal Pradesh,Tawang,2025-04,3
Arunachal Pradesh,Tawang,2025-05,17
Arunachal Pradesh,Tawang,2025-08,1
Arunachal Pradesh,Tawang,2025-09,9
Arunachal Pradesh,Tawang,2025-10,11
Arunachal Pradesh,Tawang,2025-11,17
Arunachal Pradesh,Tawang,NaT,126
Arunachal Pradesh,Tirap,2025-02,7
Arunachal Pradesh,Tirap,2025-03,6
Arunachal Pradesh,Tirap,2025-04,3
Arunachal Pradesh,Tirap,2025-05,20
Arunachal Pradesh,Tirap,2025-06,13
Arunachal Pradesh,Tirap,2025-07,1
Arunachal Pradesh,Tirap,2025-08,11
Arunachal Pradesh,Tirap,2025-09,19
Arunachal Pradesh,Tirap,2025-10,11
Arunachal Pradesh,Tirap,NaT,136
Arunachal Pradesh,Upper Siang,2025-01,55
Arunachal Pradesh,Upper Siang,2025-02,1
Arunachal Pradesh,Upper Siang,2025-03,15
Arunachal Pradesh,Upper Siang,2025-04,8
Arunachal Pradesh,Upper Siang,2025-05,42
Arunachal Pradesh,Upper Siang,2025-06,20
Arunachal Pradesh,Upper Siang,2025-08,2
Arunachal Pradesh,Upper Siang,2025-09,47
Arunachal Pradesh,Upper Siang,2025-11,2
Arunachal Pradesh,Upper Siang,NaT,257
Arunachal Pradesh,Upper Subansiri,2025-01,338
Arunachal Pradesh,Upper Subansiri,2025-02,19
Arunachal Pradesh,Upper Subansiri,2025-03,15
Arunachal Pradesh,Upper Subansiri,2025-07,2
Arunachal Pradesh,Upper Subansiri,2025-08,4
Arunachal Pradesh,Upper Subansiri,2025-09,14
Arunachal Pradesh,Upper Subansiri,2025-10,18
Arunachal Pradesh,Upper Subansiri,2025-12,18
Arunachal Pradesh,Upper Subansiri,NaT,131
Arunachal Pradesh,West Kameng,2025-01,184
Arunachal Pradesh,West Kameng,2025-02,21
Arunachal Pradesh,West Kameng,2025-03,14
Arunachal Pradesh,West Kameng,2025-04,7
Arunachal Pradesh,West Kameng,2025-05,4
Arunachal Pradesh,West Kameng,2025-06,7
Arunachal Pradesh,West Kameng,2025-07,9
Arunachal Pradesh,West Kameng,2025-08,14
Arunachal Pradesh,West Kameng,2025-09,15
Arunachal Pradesh,West Kameng,2025-10,12
Arunachal Pradesh,West Kameng,2025-11,7
Arunachal Pradesh,West Kameng,2025-12,4
Arunachal Pradesh,West Kameng,NaT,221
Arunachal Pradesh,West Siang,2025-01,464
Arunachal Pradesh,West Siang,2025-02,4
Arunachal Pradesh,West Siang,2025-03,64
Arunachal Pradesh,West Siang,2025-04,42
Arunachal Pradesh,West Siang,2025-05,43
Arunachal Pradesh,West Siang,2025-06,8
Arunachal Pradesh,West Siang,2025-08,13
Arunachal Pradesh,West Siang,2025-09,45
Arunachal Pradesh,West Siang,2025-10,39
Arunachal Pradesh,West Siang,2025-11,34
Arunachal Pradesh,West Siang,2025-12,39
Arunachal Pradesh,West Siang,NaT,289
Assam,Bajali,2025-01,5
Assam,Bajali,2025-02,11
Assam,Bajali,2025-03,12
Assam,Bajali,2025-04,4
Assam,Bajali,2025-05,12
Assam,Bajali,2025-06,5
Assam,Bajali,2025-08,6
Assam,Bajali,2025-09,12
Assam,Bajali,2025-10,6
Assam,Bajali,2025-11,7
Assam,Bajali,2025-12,9
Assam,Bajali,NaT,96
Assam,Baksa,2025-01,2071
Assam,Baksa,2025-02,161
Assam,Baksa,2025-03,125
Assam,Baksa,2025-04,178
Assam,Baksa,2025-05,53
Assam,Baksa,2025-06,88
Assam,Baksa,2025-07,33
Assam,Baksa,2025-08,145
Assam,Baksa,2025-09,93
Assam,Baksa,2025-10,103
Assam,Baksa,2025-11,46
Assam,Baksa,2025-12,169
Assam,Baksa,NaT,1426
Assam,Barpeta,2025-01,6884
Assam,Barpeta,2025-02,356
Assam,Barpeta,2025-03,369
Assam,Barpeta,2025-04,643
Assam,Barpeta,2025-05,444
Assam,Barpeta,2025-06,281
Assam,Barpeta,2025-07,46
Assam,Barpeta,2025-08,962
Assam,Barpeta,2025-09,473
Assam,Barpeta,2025-10,448
Assam,Barpeta,2025-11,82
Assam,Barpeta,2025-12,194
Assam,Barpeta,NaT,6032
Assam,Biswanath,2025-01,913
Assam,Biswanath,2025-02,67
Assam,Biswanath,2025-03,107
Assam,Biswanath,2025-04,69
Assam,Biswanath,2025-05,86
Assam,Biswanath,2025-06,58
Assam,Biswanath,2025-07,24
Assam,Biswanath,2025-08,59
Assam,Biswanath,2025-09,96
Assam,Biswanath,2025-10,74
Assam,Biswanath,2025-11,57
Assam,Biswanath,2025-12,145
Assam,Biswanath,NaT,1096
Assam,Bongaigaon,2025-01,9416
Assam,Bongaigaon,2025-02,133
Assam,Bongaigaon,2025-03,155
Assam,Bongaigaon,2025-04,173
Assam,Bongaigaon,2025-05,242
Assam,Bongaigaon,2025-06,36
Assam,Bongaigaon,2025-07,74
Assam,Bongaigaon,2025-08,113
Assam,Bongaigaon,2025-09,125
Assam,Bongaigaon,2025-10,158
Assam,Bongaigaon,2025-11,44
Assam,Bongaigaon,2025-12,42
Assam,Bongaigaon,NaT,2553
Assam,Cachar,2025-01,6014
Assam,Cachar,2025-02,301
Assam,Cachar,2025-03,453
Assam,Cachar,2025-04,408
Assam,Cachar,2025-05,252
Assam,Cachar,2025-06,338
Assam,Cachar,2025-07,83
Assam,Cachar,2025-08,444
Assam,Cachar,2025-09,481
Assam,Cachar,2025-10,622
Assam,Cachar,2025-11,138
Assam,Cachar,2025-12,215
Assam,Cachar,NaT,6276
Assam,Charaideo,2025-01,1308
Assam,Charaideo,2025-02,112
Assam,Charaideo,2025-03,30
Assam,Charaideo,2025-04,40
Assam,Charaideo,2025-05,80
Assam,Charaideo,2025-06,87
Assam,Charaideo,2025-07,38
Assam,Charaideo,2025-08,34
Assam,Charaideo,2025-09,157
Assam,Charaideo,2025-10,73
Assam,Charaideo,2025-11,50
Assam,Charaideo,2025-12,59
Assam,Charaideo,NaT,1127
Assam,Chirang,2025-01,440
Assam,Chirang,2025-02,124
Assam,Chirang,2025-03,29
Assam,Chirang,2025-04,165
Assam,Chirang,2025-05,79
Assam,Chirang,2025-06,71
Assam,Chirang,2025-07,10
Assam,Chirang,2025-08,114
Assam,Chirang,2025-09,84
Assam,Chirang,2025-10,216
Assam,Chirang,2025-11,79
Assam,Chirang,2025-12,64
Assam,Chirang,NaT,1320
Assam,Darrang,2025-01,1815
Assam,Darrang,2025-02,248
Assam,Darrang,2025-03,166
Assam,Darrang,2025-04,255
Assam,Darrang,2025-05,204
Assam,Darrang,2025-06,222
Assam,Darrang,2025-07,67
Assam,Darrang,2025-08,192
Assam,Darrang,2025-09,174
Assam,Darrang,2025-10,349
Assam,Darrang,2025-11,22
Assam,Darrang,2025-12,147
Assam,Darrang,NaT,2492
Assam,Dhemaji,2025-01,3387
Assam,Dhemaji,2025-02,110
Assam,Dhemaji,2025-03,68
Assam,Dhemaji,2025-04,112
Assam,Dhemaji,2025-05,94
Assam,Dhemaji,2025-06,94
Assam,Dhemaji,2025-07,18
Assam,Dhemaji,2025-08,121
Assam,Dhemaji,2025-09,93
Assam,Dhemaji,2025-10,122
Assam,Dhemaji,2025-11,92
Assam,Dhemaji,2025-12,106
Assam,Dhemaji,NaT,2014
Assam,Dhubri,2025-01,9981
Assam,Dhubri,2025-02,625
Assam,Dhubri,2025-03,609
Assam,Dhubri,2025-04,870
Assam,Dhubri,2025-05,507
Assam,Dhubri,2025-06,338
Assam,Dhubri,2025-07,66
Assam,Dhubri,2025-08,603
Assam,Dhubri,2025-09,575
Assam,Dhubri,2025-10,1056
Assam,Dhubri,2025-11,88
Assam,Dhubri,2025-12,335
Assam,Dhubri,NaT,7415
Assam,Dibrugarh,2025-01,2031
Assam,Dibrugarh,2025-02,228
Assam,Dibrugarh,2025-03,235
Assam,Dibrugarh,2025-04,245
Assam,Dibrugarh,2025-05,125
Assam,Dibrugarh,2025-06,161
Assam,Dibrugarh,2025-07,13
Assam,Dibrugarh,2025-08,168
Assam,Dibrugarh,2025-09,267
Assam,Dibrugarh,2025-10,384
Assam,Dibrugarh,2025-11,50
Assam,Dibrugarh,2025-12,213
Assam,Dibrugarh,NaT,3186
Assam,Dima Hasao,2025-01,9
Assam,Dima Hasao,2025-02,1
Assam,Dima Hasao,2025-04,5
Assam,Dima Hasao,2025-05,2
Assam,Dima Hasao,2025-06,5
Assam,Dima Hasao,2025-07,2
Assam,Dima Hasao,2025-08,7
Assam,Dima Hasao,2025-09,3
Assam,Dima Hasao,2025-10,3
Assam,Dima Hasao,2025-12,3
Assam,Dima Hasao,NaT,37
Assam,Goalpara,2025-01,4901
Assam,Goalpara,2025-02,234
Assam,Goalpara,2025-03,239
Assam,Goalpara,2025-04,377
Assam,Goalpara,2025-05,289
Assam,Goalpara,2025-06,152
Assam,Goalpara,2025-07,12
Assam,Goalpara,2025-08,54
Assam,Goalpara,2025-09,362
Assam,Goalpara,2025-10,311
Assam,Goalpara,2025-11,105
Assam,Goalpara,2025-12,228
Assam,Goalpara,NaT,3677
Assam,Golaghat,2025-01,4153
Assam,Golaghat,2025-02,174
Assam,Golaghat,2025-03,130
Assam,Golaghat,2025-04,284
Assam,Golaghat,2025-05,259
Assam,Golaghat,2025-06,75
Assam,Golaghat,2025-07,44
Assam,Golaghat,2025-08,158
Assam,Golaghat,2025-09,111
Assam,Golaghat,2025-10,442
Assam,Golaghat,2025-11,118
Assam,Golaghat,2025-12,139
Assam,Golaghat,NaT,2379
Assam,Hailakandi,2025-01,1748
Assam,Hailakandi,2025-02,158
Assam,Hailakandi,2025-03,148
Assam,Hailakandi,2025-04,200
Assam,Hailakandi,2025-05,203
Assam,Hailakandi,2025-06,139
Assam,Hailakandi,2025-07,45
Assam,Hailakandi,2025-08,346
Assam,Hailakandi,2025-09,268
Assam,Hailakandi,2025-10,189
Assam,Hailakandi,2025-11,72
Assam,Hailakandi,2025-12,36
Assam,Hailakandi,NaT,2878
Assam,Hojai,2025-01,1165
Assam,Hojai,2025-02,152
Assam,Hojai,2025-03,231
Assam,Hojai,2025-04,204
Assam,Hojai,2025-05,282
Assam,Hojai,2025-06,118
Assam,Hojai,2025-07,66
Assam,Hojai,2025-08,167
Assam,Hojai,2025-09,127
Assam,Hojai,2025-10,431
Assam,Hojai,2025-11,111
Assam,Hojai,2025-12,140
Assam,Hojai,NaT,2938
Assam,Jorhat,2025-01,2086
Assam,Jorhat,2025-02,90
Assam,Jorhat,2025-03,91
Assam,Jorhat,2025-04,198
Assam,Jorhat,2025-05,96
Assam,Jorhat,2025-06,111
Assam,Jorhat,2025-07,56
Assam,Jorhat,2025-08,129
Assam,Jorhat,2025-09,201
Assam,Jorhat,2025-10,220
Assam,Jorhat,2025-11,41
Assam,Jorhat,2025-12,55
Assam,Jorhat,NaT,1813
Assam,Kamrup,2025-01,3292
Assam,Kamrup,2025-02,317
Assam,Kamrup,2025-03,338
Assam,Kamrup,2025-04,504
Assam,Kamrup,2025-05,369
Assam,Kamrup,2025-06,351
Assam,Kamrup,2025-07,63
Assam,Kamrup,2025-08,209
Assam,Kamrup,2025-09,329
Assam,Kamrup,2025-10,431
Assam,Kamrup,2025-11,151
Assam,Kamrup,2025-12,396
Assam,Kamrup,NaT,4635
Assam,Kamrup Metro,2025-01,1968
Assam,Kamrup Metro,2025-02,289
Assam,Kamrup Metro,2025-03,208
Assam,Kamrup Metro,2025-04,403
Assam,Kamrup Metro,2025-05,188
Assam,Kamrup Metro,2025-06,181
Assam,Kamrup Metro,2025-07,30
Assam,Kamrup Metro,2025-08,251
Assam,Kamrup Metro,2025-09,313
Assam,Kamrup Metro,2025-10,350
Assam,Kamrup Metro,2025-11,90
Assam,Kamrup Metro,2025-12,148
Assam,Kamrup Metro,NaT,2156
Assam,Karbi Anglong,2025-01,2204
Assam,Karbi Anglong,2025-02,224
Assam,Karbi Anglong,2025-03,212
Assam,Karbi Anglong,2025-04,319
Assam,Karbi Anglong,2025-05,252
Assam,Karbi Anglong,2025-06,140
Assam,Karbi Anglong,2025-07,65
Assam,Karbi Anglong,2025-08,270
Assam,Karbi Anglong,2025-09,151
Assam,Karbi Anglong,2025-10,138
Assam,Karbi Anglong,2025-11,119
Assam,Karbi Anglong,2025-12,80
Assam,Karbi Anglong,NaT,3374
Assam,Karimganj,2025-01,2916
Assam,Karimganj,2025-02,375
Assam,Karimganj,2025-03,203
Assam,Karimganj,2025-04,510
Assam,Karimganj,2025-05,235
Assam,Karimganj,2025-06,215
Assam,Karimganj,2025-07,10
Assam,Karimganj,2025-08,611
Assam,Karimganj,2025-09,233
Assam,Karimganj,2025-10,415
Assam,Karimganj,2025-11,106
Assam,Karimganj,2025-12,356
Assam,Karimganj,NaT,5114
Assam,Kokrajhar,2025-01,2067
Assam,Kokrajhar,2025-02,155
Assam,Kokrajhar,2025-03,106
Assam,Kokrajhar,2025-04,149
Assam,Kokrajhar,2025-05,164
Assam,Kokrajhar,2025-06,71
Assam,Kokrajhar,2025-07,23
Assam,Kokrajhar,2025-08,293
Assam,Kokrajhar,2025-09,116
Assam,Kokrajhar,2025-10,181
Assam,Kokrajhar,2025-11,28
Assam,Kokrajhar,2025-12,289
Assam,Kokrajhar,NaT,1996
Assam,Lakhimpur,2025-01,4356
Assam,Lakhimpur,2025-02,262
Assam,Lakhimpur,2025-03,248
Assam,Lakhimpur,2025-04,313
Assam,Lakhimpur,2025-05,187
Assam,Lakhimpur,2025-06,167
Assam,Lakhimpur,2025-07,8
Assam,Lakhimpur,2025-08,300
Assam,Lakhimpur,2025-09,424
Assam,Lakhimpur,2025-10,273
Assam,Lakhimpur,2025-11,130
Assam,Lakhimpur,2025-12,83
Assam,Lakhimpur,NaT,3276
Assam,Majuli,2025-01,54
Assam,Majuli,2025-02,20
Assam,Majuli,2025-03,13
Assam,Majuli,2025-04,52
Assam,Majuli,2025-05,10
Assam,Majuli,2025-06,6
Assam,Majuli,2025-08,25
Assam,Majuli,2025-09,18
Assam,Majuli,2025-10,34
Assam,Majuli,2025-11,1
Assam,Majuli,2025-12,24
Assam,Majuli,NaT,274
Assam,Marigaon,2025-01,5201
Assam,Marigaon,2025-02,354
Assam,Marigaon,2025-03,185
Assam,Marigaon,2025-04,348
Assam,Marigaon,2025-05,301
Assam,Marigaon,2025-06,250
Assam,Marigaon,2025-07,2
Assam,Marigaon,2025-08,646
Assam,Marigaon,2025-09,633
Assam,Marigaon,2025-10,477
Assam,Marigaon,2025-11,131
Assam,Marigaon,2025-12,13
Assam,Marigaon,NaT,4148
Assam,Nagaon,2025-01,6890
Assam,Nagaon,2025-02,704
Assam,Nagaon,2025-03,746
Assam,Nagaon,2025-04,1321
Assam,Nagaon,2025-05,915
Assam,Nagaon,2025-06,461
Assam,Nagaon,2025-07,72
Assam,Nagaon,2025-08,1130
Assam,Nagaon,2025-09,882
Assam,Nagaon,2025-10,743
Assam,Nagaon,2025-11,425
Assam,Nagaon,2025-12,353
Assam,Nagaon,NaT,9619
Assam,Nalbari,2025-01,2745
Assam,Nalbari,2025-02,77
Assam,Nalbari,2025-03,215
Assam,Nalbari,2025-04,302
Assam,Nalbari,2025-05,200
